OccurrenceID,GUID,Herbarium,Accession,Barcode,Basis of Record,Family,Scientific Name,Notho Genus,Genus,Specific Epithet,Specimen Notes,Phenology,Collector,Collector Number,Other Collectors,Day Collected,Month Collected,Year Collected,Verbatim Collection Date,Country,State or Province,County,Locality,Site Description,Verbatim Elevation,Minimum Elevation in Meters,Maximum Elevation in Meters,Decimal Latitude,Decimal Longitude,
3546275,UkuuNAA4ZvD8CeLbZ9bV,ID,192617,ID198215,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,Additional tissue preserved in silica.,,Daniel Turck,TB OR 47,Quinn Buzzard,30,6,2019,,U.S.A.,Oregon,Klamath,Rogue River-Siskiyou National Forest. West of Southwest corner of Crater Lake NP. Locality 0.6 miles west of Red Blanket Falls Trailhead on Matson Mill Road.,Douglas-fir - incense cedar forest.,3656 ft.,1115,,42.797685,-122.302189,
3546283,DRa1n6PLu79AysCmbgrt,ID,190329,ID195884,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,Additional tissue preserved in silica.,,Daniel Turck,TB OR 54,Quinn Buzzard,30,6,2019,,U.S.A.,Oregon,Douglas,"Toketee Falls Trailhead, Umpqua National Forest.","Old growth Douglas-fir, western redcedar, and western hemlock forest.",2364 ft.,721,,43.263689,-122.426795,
3546288,vYh8PTex7oSYxNNUNLhP,ID,192987,ID198597,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,Additional tissue preserved in silica.,,Daniel Turck,TB OR 59,Quinn Buzzard,1,7,2019,,U.S.A.,Oregon,Klamath,"Princess Creek Campground, Odell Lake, Deschutes National Forest.",Mature western hemlock forest.,4810 ft.,1466,,43.586065,-122.00959,
3546291,JVXsX3kg5IbRfiNCUU3p,ID,190281,ID195837,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,Additional tissue preserved in silica.,,Daniel Turck,TB OR 61,Quinn Buzzard,1,7,2019,,U.S.A.,Oregon,Lane,"Bluepool Campground, Willamette National Forest.","Old growth Douglas-fir, western redcedar, and western hemlock forest.",1947 ft.,594,,43.709435,-122.298037,
3546298,FvBNlOKSepD4wjoDKldM,ID,190543,ID196097,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,Additional tissue preserved in silica.,,Daniel Turck,TB OR 68,Quinn Buzzard,1,7,2019,,U.S.A.,Oregon,Lane,"French Pete Campground, Willamete National Forest.","Old growth Douglas-fir, western redcedar, and western hemlock forest.",1771 ft.,540,,44.042539,-122.210459,
3546307,p2s1JWbVL3TWGSDAedVb,ID,190264,ID195820,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,Additional tissue preserved in silica.,,Daniel Turck,TB OR 76,Quinn Buzzard,2,7,2019,,U.S.A.,Oregon,Linn,"Mature western redcedar forest along Old Soda Road adjacent to Menagerie Wilderness, Willamette National Forest. 0.7 Miles north of junction between Old Soda Road and Hwy 20.","Old growth Douglas-fir, western redcedar, and western hemlock forest.",1496 ft.,456,,44.411913,-122.271522,
3546312,aZXjd5CN7n2fWsHWtk00,ID,190267,ID195823,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,Additional tissue preserved in silica.,,Daniel Turck,TB OR 80,Quinn Buzzard,2,7,2019,,U.S.A.,Oregon,Marion,"Breitenbush Campground, Willamete National Forest. Near Breitenbush Hotsprings on NF Road 46, east of Detroit, Oregon.","Old growth Douglas-fir, western redcedar, and western hemlock forest.",2112 ft.,644,,44.777776,-121.999045,
3546317,msbD7cWCJLHVRgpLu95t,ID,190360,ID195915,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,Additional tissue preserved in silica.,,Daniel Turck,TB WA 3,Quinn Buzzard,10,7,2019,,U.S.A.,Washington,Skamania,"Gifford Pinchot National Forest. Old Doug-fir stand, NE of junction between NF Road 93 and NF Road 90. 2.5 miles east of Lower Lewis Falls Campground.","Old growth Douglas-fir, western redcedar, and western hemlock forest.",1858 ft.,566,,46.182501,-121.852644,
3546327,7WhjKTHscdu4v7VXArrw,ID,190338,ID195893,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,Additional tissue preserved in silica.,,Daniel Turck,TB WA 14,Quinn Buzzard,10,7,2019,,U.S.A.,Washington,Pierce,"The Dalles Campground, Snoqualmie National Forest. Close to Giant Douglas-fir Trail.","Old growth Douglas-fir, western redcedar, and western hemlock forest.",2128 ft.,649,,47.074544,-121.579912,
3546331,7mTtcnONUAu6tWUZz2f3,ID,190533,ID196089,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,Additional tissue preserved in silica.,,Daniel Turck,TB WA 18,Quinn Buzzard,11,7,2019,,U.S.A.,Washington,Grays Harbor,"Petes Creek Trail, about 100m from trailhead. Olympic National Forest.","Old growth Douglas-fir, western redcedar, and western hemlock forest. Salmonberry, devils club, and Vaccinium spp. understory.",3016 ft.,920,,47.47766,-123.742563,
3546340,gbf4jtWVgKLNWWsJe0ze,ID,190306,ID195862,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,Additional tissue preserved in silica.,,Daniel Turck,TB WA 27,Quinn Buzzard,12,7,2019,,U.S.A.,Washington,Clallam,Cat Creek Loop Trail off of Gray Wolf Trail. Olympic National Forest.,"Old growth Douglas-fir, western redcedar, and western hemlock forest. Salmonberry, devils club, and Vaccinium spp. understory.",1238 ft.,377,,47.962161,-123.133935,
3546384,aI43L1R8DCR2VoBAW4t2,ID,190356,ID195911,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,,,Daniel Turck,TB BDR 2,Quinn Buzzard,16,7,2019,,U.S.A,ID,Shoshone,"Settlers Grove, Coeur d'Alene National Forest. Access via West Fork Eagle Creek Road. ~5mi NE of Prichard ID.","Old growth western redcedar forest with yew, devils club, and wild ginger understory.",3439,3439,,47.713368,-115.822142,
3546390,O1JXu6B6PEBSmYqr9XOC,ID,190325,ID195880,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,,,Daniel Turck,TB BDR 8,Quinn Buzzard,17,7,2019,,U.S.A,MT,Sanders,"FS Road 2213, Kootenai National Forest. 18.7 Miles west of Trout Creek, MT where road crosses small drainage.","Thuja plicata - Abies grandis overstory. Taxus brevifolia, Oplopanax horridus, and Asarum caudatum understory.",4042,4042,,47.857179,-115.895218,
3546396,iJudeJghjn6vpkN9hxSl,ID,191582,ID197138,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,,,Daniel Turck,TB BDR 103,,21,8,2019,,U.S.A,MT,Mineral,"Forest Road 282, Lolo National Forest. 3.6 miles west of St. Regis, Montana.",Mature western redcedar forest.,2845,2845,,47.271946,-115.135186,
3546399,EY9FIylfXFtKMmIhs3B7,ID,190443,ID196006,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,,,Daniel Turck,TB BDR 106,,21,8,2019,,U.S.A,ID,Shoshone,"Eagle Creek, St. Joe National Forest. Eagle Creek Road, 0.6 miles north of Saint Joe River Rd junction.",Western redcedar - hemlock forest. Coastal disjunct vegetation predominates understory.,3064,3064,,47.220472,-115.542649,
3546400,P795V4WHNmTzGmvdBX8U,ID,190456,ID196005,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,,,Daniel Turck,TB BDR 108,,3,9,2019,,U.S.A,ID,Latah,"White Pine Campground, Clearwater National Forest. Collected near big white pine stump.","Western redcedar, western hemlock, and white pine forest. Coastal disjunct vegetation predominates understory.",2787,2787,,47.010887,-116.678139,
3546402,4olfSZ9Pv9xgYoBgVSi6,ID,192618,ID198216,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,,,Daniel Turck,TB BDR 11,Quinn Buzzard,17,7,2019,,U.S.A,MT,Sanders,"East Fork Bull River Trail, Cabinet Wilderness, Kootenai National Forest. Plants harvested where trail crosses East Fork of the Bull River on sturdy pack-bridge. Trail located off of FS RD 407.",Old growth Thuja plicata and Tsuga heterophylla forest.,3567,3567,,48.10788,-115.676605,
3546405,zwn8hfvA5yK85iESfbxn,ID,190322,ID195877,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,,,Daniel Turck,TB BDR 124,,29,9,2019,,U.S.A,WA,Pend Oreille,"Roosevelt Cedars, Kaniksu National Forest. Access via FS Road 302 and Hwy 57. 13 miles north of Nordmann, ID.",Old growth western redcedar forest. Coastal disjunct vegetation predominates understory.,3289,3289,,48.766548,-117.061896,
3546419,qFPIkTaGKxwu2Zw27jkI,ID,190382,ID195938,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,,,Daniel Turck,TB BDR 20,Quinn Buzzard,19,7,2019,,U.S.A,MT,Mineral,"Great Burn Wilderness Study Area, Lolo National Forest. Site is at junction of Trail 101 and 110. Trailhead access is off of FS RD 7750 from Fish Creek Road.",Old growth western redcedar forest. Understory is mostly barren with sporadic yew. Most of trail leading to grove burned in 2015. Site begins roughly at end of burn scar.,3841,3841,,46.874331,-114.813015,
3546423,ZBqQdShfEGRIYmDrtObP,ID,190367,ID195922,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,,,Daniel Turck,TB BDR 24,Quinn Buzzard,20,7,2019,,U.S.A,ID,Clearwater,"The Cedars Campground, North Fork Ranger District, Clearwater National Forest.",Old growth western redcedar forest. Coastal disjunct vegetation predominates understory.,3651,3651,,46.869313,-115.080389,
3546433,mw4TNp7v7bEtqhQGb1HT,ID,190680,ID196239,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,,,Daniel Turck,TB BDR 34,Quinn Buzzard,20,7,2019,,U.S.A,ID,Clearwater,"~0.5 miles up FS RD 711 (Mush Saddle / Cold Springs Creek Road) north of FS RD 250 junction. Bushwhack from road to Cold Springs Creek. North Fork Ranger District, Clearwater National Forest.",Old growth Thuja plicata forest.,3020,3020,,46.731806,-115.309528,
3546439,1UDYHYQOwVvg8ZJQ3rGn,ID,190427,ID195983,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,,,Daniel Turck,TB BDR 42,,8,8,2019,,U.S.A,ID,Idaho,"South Fork Clearwater River, Nez Perce National Forest. FS Road 309 just across bridge south of river. FS Road 309 is located 1.7 miles east of South Fork Campground off of Hwy 14.",Mixed conifer forest. Old growth yew understory.,2365,2365,,45.826777,-115.934481,
3546448,PMaE1stk24YzqUwXlrmt,ID,190455,ID196010,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,,,Daniel Turck,TB BDR 63,,10,8,2019,,U.S.A,ID,Idaho,"Magruder Crossing Campground, Bitterroot National Forest. 53.8 miles west of Darby, Montana.",Mixed conifer forest with moist seep in understory.,3719,3719,,45.736267,-114.759098,
3546451,q2aTPWr8WoAAYm6LsBAS,ID,190269,ID195825,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,,,Daniel Turck,TB BDR 66,,10,8,2019,,U.S.A,ID,Idaho,"Upper Selway River, Bitterroot National Forest. ~1.5 north of trailhead. Trailhead access via FS Road 6223, 64.8 road miles west of Darby, Montana.",Western redcedar riparian area. Coastal disjunct plants present in understory.,3032,3032,,45.871052,-114.759067,
3546463,RWmOPRqs47aQaKjzmZuc,ID,190331,ID195886,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,,,Daniel Turck,TB BDR 79,,15,8,2019,,U.S.A,ID,Clearwater,"Mallard Larkins Pioneer Area, Clearwater National Forest. Up Isabella Creek Trail 95. About 10 min walk from trailhead. Trailhead access via road 705, 6.8 miles from Aquarius Campground.",Old growth western redcedar forest coastal disjunct plants present in understory.,3060,3060,,46.893672,-115.588175,
3546465,HgCUIRqJ0lYJaZ3TV7yJ,ID,190246,ID195802,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,,,Daniel Turck,TB BDR 81,,15,8,2019,,U.S.A,ID,Clearwater,"Skull Creek. North Fork Ranger District, Clearwater National Forest. 0.3 miles up road 252. 6 miles east of Canyon Work Center.",Western redcedar grand fir and red alder forest.,3401,3401,,46.837973,-115.468276,
3546469,tjDPLAj4zSWtZ2gTy7pa,ID,190449,ID196021,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,,,Daniel Turck,TB BDR 85,,16,8,2019,,U.S.A,ID,Idaho,"FS Road 107, Clearwater National Forest. Just before second bridge across Indian Grave Creek. North side of road.","Old growth western redcedar and grand fir forest, coastal disjunct plants present in understory.",2013,2013,,46.457518,-115.081862,
3546476,ha1no4xigc1mYe8GR1EG,ID,190249,ID195805,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,,,Daniel Turck,TB BDR 92,,17,8,2019,,U.S.A,ID,Idaho,"Devoto Cedar Grove, Clearwater National Forest. 9.3 Miles south of Lolo Pass, Hwy 12.","Old growth western redcedar forest, coastal disjunct plants present in understory.",5468,5468,,46.539493,-114.675512,
3547293,9g59nodrmKOBaVLhluYK,ID,190250,ID195806,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,Additional tissue preserved in silica.,,Daniel Turck,TB BC 24,Quinn Buzzard,30,7,2019,,Canada,British Columbia,,"Fred Liang Road. 1.53km southeast of junction with Hwy 23, north of Mica Creek, BC.","Old growth Thuja plicata - Tusga heterophylla forest. Oplopanax horridus, Pteridium aquilinum, and Sporadic Asarum caudatum in understory.",2593 ft.,791,,52.013501,-118.558996,
3547300,MXrTB72N3mA7jgvQqk5y,ID,190398,ID195954,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,Additional tissue preserved in silica.,,Daniel Turck,TB BC 31,Quinn Buzzard,30,7,2019,,Canada,British Columbia,,"Pullout on Hwy 23, 48.5km north of Revelstoke, BC. Plants located downhill (lakeside) of road.",Mature Thuja plicata - Tusga heterophylla forest. ,1998 ft.,609,,51.386491,-118.418765,
3547304,PpUzxxtd8PqCYW3kDGrM,ID,190997,ID196553,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,Additional tissue preserved in silica.,,Daniel Turck,TB BC 35,Quinn Buzzard,30,7,2019,,Canada,British Columbia,,"Halfway River FS Road, follows north side of Halfway River. Plants collected about 0.77km up river from Hwy 23. Junction with Hwy 23 is 21.45km south of Galena Ferry Terminal.",Young Thuja plicata - Tsuga heterophylla forest.,1562 ft.,476,,50.45184,-117.890837,
3547307,zuMbhjCkk17XLS2D6UYY,ID,191000,ID196556,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,Additional tissue preserved in silica.,,Daniel Turck,TB BC 38,Quinn Buzzard,31,7,2019,,Canada,British Columbia,,"Cedar Grove Loop Trail, located north of Kuskanax Creek. Access via Kuskanax Creek FS Road about 15 air kilometers northeast of Nakusp, BC.","Old growth Thuja plicata - Tusga heterophylla forest. Oplopanax horridus predominates understory. Asarum caudatum, Linnea borealis, Athyrium filix-femina, and Corallorhiza spp. also present in understory.",3274 ft.,998,,50.30423,-117.637092,
3547312,D21bNAo5AjzaVIyN5f9w,ID,191005,ID196561,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,Additional tissue preserved in silica.,,Daniel Turck,TB BC 43,Quinn Buzzard,31,7,2019,,Canada,British Columbia,,"Evans Creek Trail, Valhalla Provincial Park. Access via the northwest end of Slocan (town), BC.",Drier mixed conifer forest. Predominantly Pseudotsuga menziesii with Thuja plicata and large Taxus brevifolia in moist sheltered areas.,1861 ft.,567,,49.788102,-117.489047,
3547318,4a51o1PYsUlnFGWqIya7,ID,190485,ID196041,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,Additional tissue preserved in silica.,,Daniel Turck,TB BC 49,Quinn Buzzard,31,7,2019,,Canada,British Columbia,,"Old Growth Cedar Walking Trail, Goat Range Provincial Park. Access via Hwy 31 about 66km north of Kaslo, BC.",Old growth Thuja plicata - Tusga heterophylla forest. Moist understory with Oplopanax horridus and Lysichiton americanus.,2214 ft.,675,,50.431127,-117.153171,
3567796,e1e7aec0-c1fa-47a5-b9b6-a77feee3d089,ID,193784,ID199423,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,,,Daniel Turck,TUR WA 10,,13,9,2019,,U.S.A.,Washington,,"Wenatchee National Forest. Finner Creek Campground. Access via Chiawa River Rd, 18.5 miles north of Coles Corner, Washington.",Mature Pseudotsuga menziesii - Thuja plicata - Tsuga heterophylla forest.,2498,2498,,47.951022,-120.768301,
3570681,2f0f4975-0d8c-4cdf-ab58-5a732953b86f,ID,192135,ID197690,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,"Petals dark purple, leaves dark green, prior to drying. Compare phenology to S19-10 collected the same day, 1500' higher in elevation.",Flowers,Daniel Turck,S19-16,,15,5,2019,,U.S.A.,Idaho,Idaho,"Selway River Trail, east of Race Creek Campground, Nez Perce National Forest.",Burned over (2014 or 2015) western redcedar forest.,1808,1808,,46.05213,-115.217968,
3570687,d8b23717-92b9-41d4-854e-508e4ff62b55,ID,192789,ID198386,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,"New leaves emerging from apical bud. Compare with Turck S19-16 collected the same day at along the Selway River, 1500' lower in elevation.",,Daniel Turck,S19-10,,15,5,2019,,U.S.A.,Idaho,Idaho,"Clark Tree, Lewis and Clark Grove, Lochsa Ranger District, Clearwater National Forest. Access via Lewis and Clark Trail trailhead along Road 520.",Old growth Pinus monticola (most deceased from blister rust) and Thuja plicata forest. Dense Taxus brevifolia and Asarum caudatum understory.,3286,3286,,46.296772,-115.711777,
3570689,e95cc61f-4c8d-435c-9f90-eb3bfdfd2870,ID,192796,ID198393,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,"Last year's leaves, newly emerging from snowpack. Compare phenology with S19-10 collected on the same day 200' lower in elevation.",,Daniel Turck,S19-08,,15,5,2019,,U.S.A.,Idaho,Clearwater,"Musselshell Creek, Lochsa Ranger District, Clearwater National Forest. Road 540 about 6.9 road miles northeast of Musselshell Work Center.","Old growth Thuja plicata forest. Understory mostly under snow, Ploystichum munitum, Asarum caudatum, and Taxus brevifolia present in understory.",3518,3518,,46.423251,-115.706272,
3570695,756c9ce5-409c-477d-bd3f-a78481f86c67,ID,192133,ID197688,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,,,Daniel Turck,S19-02,,14,5,2019,,U.S.A.,Idaho,Clearwater,"East side of Grandad Bridge, Dworshak Reservoir. Site in between reservoir and west side of Grandad Road.","Old growth Thuja plicata, Pinus monticola (very large), and Abies grandis forest. Understory with Asarum caudatum, Taxus brevifolia, Polystichum munitum, and Adenocaulon bicolor. ",1663,1663,,46.815775,-115.91777,
3580130,89a2f273-eb48-4375-b266-f3515a0cd742,ID,192988,ID198598,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,Seems to be only record of species in Salmon River Breaks Country.,,Daniel Turck,TB BDR 56,,9,8,2019,,U.S.A,ID,Idaho,"Bargamin Creek Trail, Frank Church Wilderness, Nez Perce National Forest. Access via Magruder Rd or Salmon River. Walk till you arrive at GPS Point.",Mixed conifer forest dominated by Pinus ponderosa and Abies grandis. Numerous seeps along trail with Claytonia perfoliata and Asarum caudatum. Taxus brevifolia scattered along trail.,2783,2783,,45.578645,-115.174913,
3670396,d3a9796d-1f26-4e6c-87d9-0586fa0ffb76,ID,191919,ID197474,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,Additional tissue preserved in silica. ,,Daniel Turck,2019-33,Quinn Buzzard,7,6,2019,,U.S.A.,California,Humboldt,"Bayside California, Trillium Road. Private Property",Mature second growth redwood forest. Predominantly Blechnum spicant understory.,30 ft.,9,,40.833502,-124.067666,
3670400,3ba3c292-cd90-4922-a4db-e1873a93bebe,ID,191921,ID197476,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,Additional tissue preserved in silica. ,,Daniel Turck,TB CA 2019-38,Quinn Buzzard,7,6,2019,,U.S.A.,California,Del Norte,"Patrick Creek Rd, Smith River NRA. Downhill side of road, about 2.8 miles up from HWY 199. ","Old growth Douglas-fir, poison oak, wild ginger understory. ",874 ft.,266,,41.879284,-123.851463,
3753263,fa13a108-0169-4bc4-8dd6-de5c6b4683c4,ID,194001,ID199662,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,,,Daniel Turck,TB BC 07,Quinn Buzzard,25,7,2019,,Canada,British Columbia,,"Ancient Forest Area, Highway 16, upper Fraser River.",Cedar Hemlock Forest.,2649 ft.,808,,53.765351,-121.225614,
3753266,f5f7b6a4-7e8f-45c4-b212-f4f583d0dce1,ID,193548,ID199186,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,Flower has gone to seed.,,Daniel Turck,TB BDR 121,,30,8,2019,,U.S.A.,Washington,Pend Oreille,"Colville National Forest. Trail 506, midway down trail, south of South Salmo River crossing.","Old Thuja plicata - Tsuga heterophylla forest. Understory of Asarum caudatum, Oplopanax horridus, bushy Taxus brevifolia, ",4600 ft.,1402,,48.976121,-117.072642,
3515940,I37iCyykkMAD1ODFo9Rm,ID,191525,ID197081,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,Additional tissue preserved in silica.,,Daniel Turck,2018-17,A. Elliot.,16,9,2018,,U.S.A.,Oregon,Wallowa,"Wenaha-Tuccanon Wilderness, Umatilla National Forest. Trail 3104. Slick Ear Creek. Just south of Washington Border.",Moist grand fir forest. Asarum caudatum and Adenocaulon bicolor understory,3420 ft.,1043,,45.980252,-117.785449,
3515944,Ndg9QoU8eoXBW45OXgvn,ID,191531,ID197087,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,Additional tissue preserved in silica. ,,Daniel Turck,2018-37,,21,12,2018,,U.S.A.,Oregon,Clackamas,"Salmon River Trail, west of Salmon Huckleberry Wilderness boundary. Mt. Hood National Forest.",Old growth Douglas-fir forest.,1747 ft.,533,,45.266812,-121.924648,
3515946,6Q0aXAgpc6rkuWGCYiGp,ID,191532,ID197088,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,Additional tissue preserved in silica. ,,Daniel Turck,2018-39,,21,12,2018,,U.S.A.,Washington,Skamania,"Trapper Creek Wilderness, Main Trail, Gifford Pinchot National Forest.",Old growth Douglas-fir forest.,1432 ft.,437,,45.889472,-122.003909,
3515949,wHDz8cVQ4H5XrC9p4IGi,ID,191526,ID197082,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,Additional tissue preserved in silica.,,Daniel Turck,2018-20,A. Elliot,30,9,2018,,U.S.A.,Idaho,Clearwater,"Skull Creek, North Fork Ranger District, Clearwater National Forest.","Western redcedar forest with Polysticum munitum, Asarum caudatum, and Alnus rubra understory.",2262 ft.,690,,46.837838,-115.467764,
3515951,bVd5O2kougqk3mmjJPKT,ID,191527,ID197083,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,Additional tissue preserved in silica.,,Daniel Turck,2018-22,A. Elliot,1,10,2018,,U.S.A.,Idaho,Clearwater,"Heritage Grove, North Fork Ranger District, Clearwater National Forest. Site located between John and Elmer Creek within old growth grove, north of 2012 fire scar.","Old growth redcedar forest. Understory is primarily yew, wild ginger, and lady fern in moister sites.",3752 ft.,1144,,46.9183,-115.579332,
3516242,l56zQD1UJfKMynMRKabq,ID,191528,ID197084,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,Additional tissue preserved in silica.,,Daniel Turck,2018-27,A. Elliot,4,11,2018,,U.S.A.,Oregon,Multnomah,"Wildwood Trail, Forest Park. City of Portland. In between Hardesty Trail junction and mile marker 23.","Old growth Douglas-fir forest. Western redcedar, western hemlock, and big leaf maple predominant in overstory.",846 ft.,258,,45.57893,-122.783,
3516243,F4cHsxB24r5os1JoigNu,ID,191529,ID197085,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,Additional tissue preserved in silica.,,Daniel Turck,2018-28,A. Elliot,18,11,2018,,U.S.A.,Idaho,Clearwater,"Giant Cedar Grove Trail, Palouse Ranger District, Clearwater National Forest. About 7.65 air miles northeast of Elk River.",Old growth redcedar forest with yew and wild ginger understory.,3853 ft.,1175,,46.88766,-116.118961,
3516245,COEcXx8OE5ubG35lj6do,ID,191530,ID197086,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,Additional tissue preserved in silica.,,Daniel Turck,2018-30,A. Elliot,18,11,2018,,U.S.A.,Idaho,Clearwater,"Perkins Cedar Grove, Palouse Ranger District, Clearwater National Forest. About 5.3 air miles northwest of Elk River.",Old growth redcedar forest with yew and wild ginger understory.,4244 ft.,1294,,46.854679,-116.219378,
OccurrenceID,GUID,Herbarium,Collection,Dataset,Accession,Catalog,Barcode,Other Catalog Numbers,Information Withheld,Basis of Record,Family,,Scientific Name,Notho Genus,Genus,Notho Species,Specific Epithet,Specific Authors,Infraspecific Rank,Notho Infraspecies,Infraspecific Epithet,Infraspecific Authors,Hybrid Symbol,2nd Notho Genus,2nd Genus,2nd Notho Species,2nd Specific Epithet,2nd Specific Authors,2nd Infraspecific Rank,
3256796,fba22c22-c0f7-43fb-9420-dcd53f2738b0,ID,180220,ID185372,PreservedSpecimen,Araliaceae,Oplopanax horridus,,Oplopanax,horridus,"In bud, silica taken, scattered.",,Harpo Faust,2019-354,"David Tank, Ben Legler",4,6,2019,,U.S.A.,Idaho,Bonner,"Priest Lake State Forest, Indian Creek Unit, North of Indian Creek State Campground, around 1 mile north and west into state park logging road, down logging road around .5 mile.","Very moist Thuja and Hemlock forest with Equisetum, Senecio, Cornus, Sphagnum, and Skunk Cabbage in partial standing water.",746 m.,746,,48.625816,-116.836934,
3256886,a67c0d12-7cac-4821-9946-1d69d16a4697,ID,180222,ID185374,PreservedSpecimen,Araliaceae,Oplopanax horridus,,Oplopanax,horridus,"Abundant, silica taken.",,Harpo Faust,2019-264,"David Tank, Ben Legler",2,6,2019,,U.S.A.,Idaho,Bonner,"Priest Lake State Forest, Selkirk Mountains, about 50m north of Prater and Big Creek Road Intersection.",Roadside Alder stream bank transitioning into Thuja plicata forest.,775 m.,775,,48.316328,-116.778726,
3256930,eb20256d-ad62-4eba-8c16-f794a982b9ab,ID,180219,ID185371,PreservedSpecimen,Araliaceae,Oplopanax horridus,,Oplopanax,horridus,"Abundant, silica taken.",,Harpo Faust,2019-220,,1,6,2019,,U.S.A.,Idaho,Bonner,"Priest Lake State Forest, Selkirk Mountains, off North fork East River Road about 3 miles.","Roadside Thuja plicata ditch in river bed, carpeted in forbs and ferns.",781 m.,781,,48.425673,-116.788365,
3259226,e458a434-0e42-4dff-9367-4b8392755071,ID,180217,ID185369,PreservedSpecimen,Araliaceae,Oplopanax horridus,,Oplopanax,horridus,Silica taken.,,Harpo Faust,2019-777,Peri Lee Pipkin ,1,7,2019,,U.S.A.,Idaho,Boundary,"Kaniksu National Forest, Selkirk Mountains, Forest Service Road 291 off Pack River Valley Road, Dodge Peak.","North facing moist Thuja plicata/Alnus viridis ravine dominated by Oplopanax, Trautvetteria, Actaea and Gymnocarpium.",1396 m.,1396,,48.566135,-116.541318,
